job,category,question,short_answer,long_answer,keywords
기차 기관사,safety,안전은 어떻게 지키나요?,안전 장비를 착용하고 규칙을 지켜요.,"헬멧·장갑 등 안전 장비를 착용하고, 팀과 신호를 맞추며 규칙을 지켜요.","철도, 신호, 시간"
공룡 연구자,what,공룡 연구자은(는) 무엇을 하나요?,공룡에 대해 연구해요,"공룡 연구자은(는) 실험하기, 자료 정리, 보고서 쓰기 일을 해요. 공룡에 대해 연구해요","실험, 발견, 호기심"
공룡 연구자,where,어디에서 일해요?,"연구실, 실험실","주로 연구실, 실험실에서 일해요.","실험, 발견, 호기심"
공룡 연구자,help,누구에게 도움이 되나요?,사회 전체,공룡 연구자은(는) 사회 전체에게 도움이 돼요.,"실험, 발견, 호기심"
공룡 연구자,how,어떻게 일을 해요?,"먼저 실험하기, 다음 자료 정리, 마지막으로 보고…","먼저 실험하기을(를) 하고, 다음 자료 정리을(를) 한 뒤, 마지막으로 보고서 쓰기을(를) 하며 안전을 지켜요.","실험, 발견, 호기심"
공룡 연구자,fun,재미있는 사실이 있나요?,실험은 여러 번 반복해 확인해요.,실험은 여러 번 반복해 확인해요. 재미있죠!,"실험, 발견, 호기심"
건축가,what,건축가은(는) 무엇을 하나요?,건물을 설계해요,"건축가은(는) 설계하기, 도면 그리기, 현장 점검 일을 해요. 건물을 설계해요","설계, 공간, 구조"
건축가,where,어디에서 일해요?,"사무실, 공사 현장","주로 사무실, 공사 현장에서 일해요.","설계, 공간, 구조"
건축가,help,누구에게 도움이 되나요?,건축주와 주민,건축가은(는) 건축주와 주민에게 도움이 돼요.,"설계, 공간, 구조"
건축가,how,어떻게 일을 해요?,"먼저 설계하기, 다음 도면 그리기, 마지막으로 현…","먼저 설계하기을(를) 하고, 다음 도면 그리기을(를) 한 뒤, 마지막으로 현장 점검을(를) 하며 안전을 지켜요.","설계, 공간, 구조"
건축가,fun,재미있는 사실이 있나요?,작은 창도 집 분위기를 바꿔요.,작은 창도 집 분위기를 바꿔요. 재미있죠!,"설계, 공간, 구조"
목수,what,목수은(는) 무엇을 하나요?,나무로 물건을 만들어요,"목수은(는) 자르기, 조립하기, 마감하기 일을 해요. 나무로 물건을 만들어요","목공, 공구, 제작"
목수,where,어디에서 일해요?,"공사 현장, 작업장","주로 공사 현장, 작업장에서 일해요.","목공, 공구, 제작"
목수,help,누구에게 도움이 되나요?,고객과 주민,목수은(는) 고객과 주민에게 도움이 돼요.,"목공, 공구, 제작"
목수,how,어떻게 일을 해요?,"먼저 자르기, 다음 조립하기, 마지막으로 마감하기…","먼저 자르기을(를) 하고, 다음 조립하기을(를) 한 뒤, 마지막으로 마감하기을(를) 하며 안전을 지켜요.","목공, 공구, 제작"
목수,fun,재미있는 사실이 있나요?,나무 냄새가 좋은 작업장도 있어요.,나무 냄새가 좋은 작업장도 있어요. 재미있죠!,"목공, 공구, 제작"
제빵사,what,제빵사은(는) 무엇을 하나요?,빵을 만들어요,"제빵사은(는) 반죽 만들기, 발효시키기, 빵 굽기 일을 해요. 빵을 만들어요","빵, 반죽, 오븐"
제빵사,where,어디에서 일해요?,"빵집, 제과점","주로 빵집, 제과점에서 일해요.","빵, 반죽, 오븐"
제빵사,help,누구에게 도움이 되나요?,손님들,제빵사은(는) 손님들에게 도움이 돼요.,"빵, 반죽, 오븐"
제빵사,how,어떻게 일을 해요?,"먼저 반죽 만들기, 다음 발효시키기, 마지막으로…","먼저 반죽 만들기을(를) 하고, 다음 발효시키기을(를) 한 뒤, 마지막으로 빵 굽기을(를) 하며 안전을 지켜요.","빵, 반죽, 오븐"
제빵사,fun,재미있는 사실이 있나요?,아침 일찍부터 빵을 구워요.,아침 일찍부터 빵을 구워요. 재미있죠!,"빵, 반죽, 오븐"
패션 디자이너,what,패션 디자이너은(는) 무엇을 하나요?,옷을 디자인해요,"패션 디자이너은(는) 아이디어 스케치, 시안 만들기, 색과 글꼴 정하기 일을 해요. 옷을 디자인해요","창의성, 색, 모양"
패션 디자이너,where,어디에서 일해요?,"스튜디오, 사무실","주로 스튜디오, 사무실에서 일해요.","창의성, 색, 모양"
패션 디자이너,help,누구에게 도움이 되나요?,고객과 사용자,패션 디자이너은(는) 고객과 사용자에게 도움이 돼요.,"창의성, 색, 모양"
패션 디자이너,how,어떻게 일을 해요?,"먼저 아이디어 스케치, 다음 시안 만들기, 마지막…","먼저 아이디어 스케치을(를) 하고, 다음 시안 만들기을(를) 한 뒤, 마지막으로 색과 글꼴 정하기을(를) 하며 안전을 지켜요.","창의성, 색, 모양"
패션 디자이너,fun,재미있는 사실이 있나요?,색만 바꿔도 느낌이 달라져요.,색만 바꿔도 느낌이 달라져요. 재미있죠!,"창의성, 색, 모양"
장난감 디자이너,what,장난감 디자이너은(는) 무엇을 하나요?,장난감을 만들어요,"장난감 디자이너은(는) 아이디어 스케치, 시안 만들기, 색과 글꼴 정하기 일을 해요. 장난감을 만들어요","창의성, 색, 모양"
장난감 디자이너,where,어디에서 일해요?,"스튜디오, 사무실","주로 스튜디오, 사무실에서 일해요.","창의성, 색, 모양"
장난감 디자이너,help,누구에게 도움이 되나요?,고객과 사용자,장난감 디자이너은(는) 고객과 사용자에게 도움이 돼요.,"창의성, 색, 모양"
장난감 디자이너,how,어떻게 일을 해요?,"먼저 아이디어 스케치, 다음 시안 만들기, 마지막…","먼저 아이디어 스케치을(를) 하고, 다음 시안 만들기을(를) 한 뒤, 마지막으로 색과 글꼴 정하기을(를) 하며 안전을 지켜요.","창의성, 색, 모양"
장난감 디자이너,fun,재미있는 사실이 있나요?,색만 바꿔도 느낌이 달라져요.,색만 바꿔도 느낌이 달라져요. 재미있죠!,"창의성, 색, 모양"
일러스트레이터,what,일러스트레이터은(는) 무엇을 하나요?,그림을 그려요,"일러스트레이터은(는) 그림 그리기, 색 칠하기, 전시 준비 일을 해요. 그림을 그려요","그림, 색, 표현"
일러스트레이터,where,어디에서 일해요?,"화실, 전시회","주로 화실, 전시회에서 일해요.","그림, 색, 표현"
일러스트레이터,help,누구에게 도움이 되나요?,관람객,일러스트레이터은(는) 관람객에게 도움이 돼요.,"그림, 색, 표현"
일러스트레이터,how,어떻게 일을 해요?,"먼저 그림 그리기, 다음 색 칠하기, 마지막으로…","먼저 그림 그리기을(를) 하고, 다음 색 칠하기을(를) 한 뒤, 마지막으로 전시 준비을(를) 하며 안전을 지켜요.","그림, 색, 표현"
일러스트레이터,fun,재미있는 사실이 있나요?,붓뿐 아니라 손가락으로도 그릴 수 있어요.,붓뿐 아니라 손가락으로도 그릴 수 있어요. 재미있죠!,"그림, 색, 표현"
애니메이터,what,애니메이터은(는) 무엇을 하나요?,움직이는 그림을 만들어요,"애니메이터은(는) 일을 계획하기, 사람들과 협력하기, 약속 지키기 일을 해요. 움직이는 그림을 만들어요","책임감, 협력, 배움"
애니메이터,where,어디에서 일해요?,"사무실, 현장","주로 사무실, 현장에서 일해요.","책임감, 협력, 배움"
애니메이터,help,누구에게 도움이 되나요?,우리 동네 사람들,애니메이터은(는) 우리 동네 사람들에게 도움이 돼요.,"책임감, 협력, 배움"
애니메이터,how,어떻게 일을 해요?,"먼저 일을 계획하기, 다음 사람들과 협력하기, 마…","먼저 일을 계획하기을(를) 하고, 다음 사람들과 협력하기을(를) 한 뒤, 마지막으로 약속 지키기을(를) 하며 안전을 지켜요.","책임감, 협력, 배움"
애니메이터,fun,재미있는 사실이 있나요?,이 직업에도 연습과 휴식이 중요해요.,이 직업에도 연습과 휴식이 중요해요. 재미있죠!,"책임감, 협력, 배움"
사진작가,what,사진작가은(는) 무엇을 하나요?,사진을 찍어요,"사진작가은(는) 이야기 쓰기, 자료 조사, 원고 다듬기 일을 해요. 사진을 찍어요","이야기, 글쓰기, 상상"
사진작가,where,어디에서 일해요?,"서재, 도서관","주로 서재, 도서관에서 일해요.","이야기, 글쓰기, 상상"
사진작가,help,누구에게 도움이 되나요?,독자들,사진작가은(는) 독자들에게 도움이 돼요.,"이야기, 글쓰기, 상상"
사진작가,how,어떻게 일을 해요?,"먼저 이야기 쓰기, 다음 자료 조사, 마지막으로…","먼저 이야기 쓰기을(를) 하고, 다음 자료 조사을(를) 한 뒤, 마지막으로 원고 다듬기을(를) 하며 안전을 지켜요.","이야기, 글쓰기, 상상"
사진작가,fun,재미있는 사실이 있나요?,이야기 시작은 한 문장으로도 돼요.,이야기 시작은 한 문장으로도 돼요. 재미있죠!,"이야기, 글쓰기, 상상"
인형극 배우,what,인형극 배우은(는) 무엇을 하나요?,인형으로 연극을 해요,"인형극 배우은(는) 일을 계획하기, 사람들과 협력하기, 약속 지키기 일을 해요. 인형으로 연극을 해요","책임감, 협력, 배움"
인형극 배우,where,어디에서 일해요?,"사무실, 현장","주로 사무실, 현장에서 일해요.","책임감, 협력, 배움"
인형극 배우,help,누구에게 도움이 되나요?,우리 동네 사람들,인형극 배우은(는) 우리 동네 사람들에게 도움이 돼요.,"책임감, 협력, 배움"
인형극 배우,how,어떻게 일을 해요?,"먼저 일을 계획하기, 다음 사람들과 협력하기, 마…","먼저 일을 계획하기을(를) 하고, 다음 사람들과 협력하기을(를) 한 뒤, 마지막으로 약속 지키기을(를) 하며 안전을 지켜요.","책임감, 협력, 배움"
인형극 배우,fun,재미있는 사실이 있나요?,이 직업에도 연습과 휴식이 중요해요.,이 직업에도 연습과 휴식이 중요해요. 재미있죠!,"책임감, 협력, 배움"
공예가,what,공예가은(는) 무엇을 하나요?,손으로 작품을 만들어요,"공예가은(는) 일을 계획하기, 사람들과 협력하기, 약속 지키기 일을 해요. 손으로 작품을 만들어요","책임감, 협력, 배움"
공예가,where,어디에서 일해요?,"사무실, 현장","주로 사무실, 현장에서 일해요.","책임감, 협력, 배움"
공예가,help,누구에게 도움이 되나요?,우리 동네 사람들,공예가은(는) 우리 동네 사람들에게 도움이 돼요.,"책임감, 협력, 배움"
공예가,how,어떻게 일을 해요?,"먼저 일을 계획하기, 다음 사람들과 협력하기, 마…","먼저 일을 계획하기을(를) 하고, 다음 사람들과 협력하기을(를) 한 뒤, 마지막으로 약속 지키기을(를) 하며 안전을 지켜요.","책임감, 협력, 배움"
공예가,fun,재미있는 사실이 있나요?,이 직업에도 연습과 휴식이 중요해요.,이 직업에도 연습과 휴식이 중요해요. 재미있죠!,"책임감, 협력, 배움"
탐정,what,탐정은(는) 무엇을 하나요?,문제를 해결해요,"탐정은(는) 일을 계획하기, 사람들과 협력하기, 약속 지키기 일을 해요. 문제를 해결해요","책임감, 협력, 배움"
탐정,where,어디에서 일해요?,"사무실, 현장","주로 사무실, 현장에서 일해요.","책임감, 협력, 배움"
탐정,help,누구에게 도움이 되나요?,우리 동네 사람들,탐정은(는) 우리 동네 사람들에게 도움이 돼요.,"책임감, 협력, 배움"
탐정,how,어떻게 일을 해요?,"먼저 일을 계획하기, 다음 사람들과 협력하기, 마…","먼저 일을 계획하기을(를) 하고, 다음 사람들과 협력하기을(를) 한 뒤, 마지막으로 약속 지키기을(를) 하며 안전을 지켜요.","책임감, 협력, 배움"
탐정,fun,재미있는 사실이 있나요?,이 직업에도 연습과 휴식이 중요해요.,이 직업에도 연습과 휴식이 중요해요. 재미있죠!,"책임감, 협력, 배움"
발명가,what,발명가은(는) 무엇을 하나요?,새로운 물건을 만들어요,"발명가은(는) 일을 계획하기, 사람들과 협력하기, 약속 지키기 일을 해요. 새로운 물건을 만들어요","책임감, 협력, 배움"
발명가,where,어디에서 일해요?,"사무실, 현장","주로 사무실, 현장에서 일해요.","책임감, 협력, 배움"
발명가,help,누구에게 도움이 되나요?,우리 동네 사람들,발명가은(는) 우리 동네 사람들에게 도움이 돼요.,"책임감, 협력, 배움"
발명가,how,어떻게 일을 해요?,"먼저 일을 계획하기, 다음 사람들과 협력하기, 마…","먼저 일을 계획하기을(를) 하고, 다음 사람들과 협력하기을(를) 한 뒤, 마지막으로 약속 지키기을(를) 하며 안전을 지켜요.","책임감, 협력, 배움"
발명가,fun,재미있는 사실이 있나요?,이 직업에도 연습과 휴식이 중요해요.,이 직업에도 연습과 휴식이 중요해요. 재미있죠!,"책임감, 협력, 배움"
기상캐스터,what,기상캐스터은(는) 무엇을 하나요?,날씨를 알려줘요,"기상캐스터은(는) 일을 계획하기, 사람들과 협력하기, 약속 지키기 일을 해요. 날씨를 알려줘요","책임감, 협력, 배움"
기상캐스터,where,어디에서 일해요?,"사무실, 현장","주로 사무실, 현장에서 일해요.","책임감, 협력, 배움"
기상캐스터,help,누구에게 도움이 되나요?,우리 동네 사람들,기상캐스터은(는) 우리 동네 사람들에게 도움이 돼요.,"책임감, 협력, 배움"
기상캐스터,how,어떻게 일을 해요?,"먼저 일을 계획하기, 다음 사람들과 협력하기, 마…","먼저 일을 계획하기을(를) 하고, 다음 사람들과 협력하기을(를) 한 뒤, 마지막으로 약속 지키기을(를) 하며 안전을 지켜요.","책임감, 협력, 배움"
기상캐스터,fun,재미있는 사실이 있나요?,이 직업에도 연습과 휴식이 중요해요.,이 직업에도 연습과 휴식이 중요해요. 재미있죠!,"책임감, 협력, 배움"
동화작가,what,동화작가은(는) 무엇을 하나요?,이야기를 써요,"동화작가은(는) 이야기 쓰기, 자료 조사, 원고 다듬기 일을 해요. 이야기를 써요","이야기, 글쓰기, 상상"
동화작가,where,어디에서 일해요?,"서재, 도서관","주로 서재, 도서관에서 일해요.","이야기, 글쓰기, 상상"
동화작가,help,누구에게 도움이 되나요?,독자들,동화작가은(는) 독자들에게 도움이 돼요.,"이야기, 글쓰기, 상상"
동화작가,how,어떻게 일을 해요?,"먼저 이야기 쓰기, 다음 자료 조사, 마지막으로…","먼저 이야기 쓰기을(를) 하고, 다음 자료 조사을(를) 한 뒤, 마지막으로 원고 다듬기을(를) 하며 안전을 지켜요.","이야기, 글쓰기, 상상"
동화작가,fun,재미있는 사실이 있나요?,이야기 시작은 한 문장으로도 돼요.,이야기 시작은 한 문장으로도 돼요. 재미있죠!,"이야기, 글쓰기, 상상"
게임 스트리머,what,게임 스트리머은(는) 무엇을 하나요?,게임하면서 방송해요,"게임 스트리머은(는) 일을 계획하기, 사람들과 협력하기, 약속 지키기 일을 해요. 게임하면서 방송해요","책임감, 협력, 배움"
게임 스트리머,where,어디에서 일해요?,"사무실, 현장","주로 사무실, 현장에서 일해요.","책임감, 협력, 배움"
게임 스트리머,help,누구에게 도움이 되나요?,우리 동네 사람들,게임 스트리머은(는) 우리 동네 사람들에게 도움이 돼요.,"책임감, 협력, 배움"
게임 스트리머,how,어떻게 일을 해요?,"먼저 일을 계획하기, 다음 사람들과 협력하기, 마…","먼저 일을 계획하기을(를) 하고, 다음 사람들과 협력하기을(를) 한 뒤, 마지막으로 약속 지키기을(를) 하며 안전을 지켜요.","책임감, 협력, 배움"
게임 스트리머,fun,재미있는 사실이 있나요?,이 직업에도 연습과 휴식이 중요해요.,이 직업에도 연습과 휴식이 중요해요. 재미있죠!,"책임감, 협력, 배움"
드론 조종사,what,드론 조종사은(는) 무엇을 하나요?,드론을 날려요,"드론 조종사은(는) 비행 계획, 조종하기, 안전 점검 일을 해요. 드론을 날려요","비행, 안전, 항공"
드론 조종사,where,어디에서 일해요?,"공항, 하늘","주로 공항, 하늘에서 일해요.","비행, 안전, 항공"
드론 조종사,help,누구에게 도움이 되나요?,승객들,드론 조종사은(는) 승객들에게 도움이 돼요.,"비행, 안전, 항공"
드론 조종사,how,어떻게 일을 해요?,"먼저 비행 계획, 다음 조종하기, 마지막으로 안전…","먼저 비행 계획을(를) 하고, 다음 조종하기을(를) 한 뒤, 마지막으로 안전 점검을(를) 하며 안전을 지켜요.","비행, 안전, 항공"
드론 조종사,fun,재미있는 사실이 있나요?,구름 위로 날아가요.,구름 위로 날아가요. 재미있죠!,"비행, 안전, 항공"
드론 조종사,safety,안전은 어떻게 지키나요?,안전 장비를 착용하고 규칙을 지켜요.,"헬멧·장갑 등 안전 장비를 착용하고, 팀과 신호를 맞추며 규칙을 지켜요.","비행, 안전, 항공"
캠핑 가이드,what,캠핑 가이드은(는) 무엇을 하나요?,사람들과 캠핑해요,"캠핑 가이드은(는) 일을 계획하기, 사람들과 협력하기, 약속 지키기 일을 해요. 사람들과 캠핑해요","책임감, 협력, 배움"
캠핑 가이드,where,어디에서 일해요?,"사무실, 현장","주로 사무실, 현장에서 일해요.","책임감, 협력, 배움"
캠핑 가이드,help,누구에게 도움이 되나요?,우리 동네 사람들,캠핑 가이드은(는) 우리 동네 사람들에게 도움이 돼요.,"책임감, 협력, 배움"
캠핑 가이드,how,어떻게 일을 해요?,"먼저 일을 계획하기, 다음 사람들과 협력하기, 마…","먼저 일을 계획하기을(를) 하고, 다음 사람들과 협력하기을(를) 한 뒤, 마지막으로 약속 지키기을(를) 하며 안전을 지켜요.","책임감, 협력, 배움"
캠핑 가이드,fun,재미있는 사실이 있나요?,이 직업에도 연습과 휴식이 중요해요.,이 직업에도 연습과 휴식이 중요해요. 재미있죠!,"책임감, 협력, 배움"
동물 구조대,what,동물 구조대은(는) 무엇을 하나요?,다친 동물을 구해요,"동물 구조대은(는) 일을 계획하기, 사람들과 협력하기, 약속 지키기 일을 해요. 다친 동물을 구해요","책임감, 협력, 배움"
동물 구조대,where,어디에서 일해요?,"사무실, 현장","주로 사무실, 현장에서 일해요.","책임감, 협력, 배움"
동물 구조대,help,누구에게 도움이 되나요?,우리 동네 사람들,동물 구조대은(는) 우리 동네 사람들에게 도움이 돼요.,"책임감, 협력, 배움"
동물 구조대,how,어떻게 일을 해요?,"먼저 일을 계획하기, 다음 사람들과 협력하기, 마…","먼저 일을 계획하기을(를) 하고, 다음 사람들과 협력하기을(를) 한 뒤, 마지막으로 약속 지키기을(를) 하며 안전을 지켜요.","책임감, 협력, 배움"
동물 구조대,fun,재미있는 사실이 있나요?,이 직업에도 연습과 휴식이 중요해요.,이 직업에도 연습과 휴식이 중요해요. 재미있죠!,"책임감, 협력, 배움"
우주선 정비사,what,우주선 정비사은(는) 무엇을 하나요?,우주선을 고쳐요,"우주선 정비사은(는) 문제 진단, 부품 교체, 시험 운전 일을 해요. 우주선을 고쳐요","정비, 기계, 점검"
우주선 정비사,where,어디에서 일해요?,"정비소, 공장","주로 정비소, 공장에서 일해요.","정비, 기계, 점검"
우주선 정비사,help,누구에게 도움이 되나요?,고객과 사용자,우주선 정비사은(는) 고객과 사용자에게 도움이 돼요.,"정비, 기계, 점검"
우주선 정비사,how,어떻게 일을 해요?,"먼저 문제 진단, 다음 부품 교체, 마지막으로 시…","먼저 문제 진단을(를) 하고, 다음 부품 교체을(를) 한 뒤, 마지막으로 시험 운전을(를) 하며 안전을 지켜요.","정비, 기계, 점검"
우주선 정비사,fun,재미있는 사실이 있나요?,작은 나사 하나가 성능을 바꿔요.,작은 나사 하나가 성능을 바꿔요. 재미있죠!,"정비, 기계, 점검"
우주선 정비사,safety,안전은 어떻게 지키나요?,안전 장비를 착용하고 규칙을 지켜요.,"헬멧·장갑 등 안전 장비를 착용하고, 팀과 신호를 맞추며 규칙을 지켜요.","정비, 기계, 점검"
로켓 과학자,what,로켓 과학자은(는) 무엇을 하나요?,로켓을 연구하고 만들어요,"로켓 과학자은(는) 실험하기, 자료 정리, 보고서 쓰기 일을 해요. 로켓을 연구하고 만들어요","실험, 발견, 호기심"
로켓 과학자,where,어디에서 일해요?,"연구실, 실험실","주로 연구실, 실험실에서 일해요.","실험, 발견, 호기심"
로켓 과학자,help,누구에게 도움이 되나요?,사회 전체,로켓 과학자은(는) 사회 전체에게 도움이 돼요.,"실험, 발견, 호기심"
로켓 과학자,how,어떻게 일을 해요?,"먼저 실험하기, 다음 자료 정리, 마지막으로 보고…","먼저 실험하기을(를) 하고, 다음 자료 정리을(를) 한 뒤, 마지막으로 보고서 쓰기을(를) 하며 안전을 지켜요.","실험, 발견, 호기심"
로켓 과학자,fun,재미있는 사실이 있나요?,실험은 여러 번 반복해 확인해요.,실험은 여러 번 반복해 확인해요. 재미있죠!,"실험, 발견, 호기심"
